"feature","z","cell_type","cell"
"feature 1",-0.3962107116671719,"cell type 2","C38_p1d3"
"feature 2",8.83246851112417,"cell type 2","C38_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C39_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C39_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C39_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C39_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C39_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C39_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C39_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C39_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C39_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C39_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C39_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C39_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C39_p1d3"
"feature 6",1.3657309342817616,"cell type 1","C4_p1d3"
"feature 5",-0.41537338564055765,"cell type 1","C4_p1d3"
"feature 13",-0.30680248519205533,"cell type 1","C4_p1d3"
"feature 12",-0.22774629212322914,"cell type 1","C4_p1d3"
"feature 10",-0.11180339887498948,"cell type 1","C4_p1d3"
"feature 9",-0.41693701827724367,"cell type 1","C4_p1d3"
"feature 4",-0.11180339887498948,"cell type 1","C4_p1d3"
"feature 3",-0.15847491056492996,"cell type 1","C4_p1d3"
"feature 14",-0.41659750688855235,"cell type 1","C4_p1d3"
"feature 8",2.3562792238572774,"cell type 1","C4_p1d3"
"feature 11",-0.3066056420240475,"cell type 1","C4_p1d3"
"feature 1",2.3100427612275882,"cell type 1","C4_p1d3"
"feature 2",-0.11180339887498948,"cell type 1","C4_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C40_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C40_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C40_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C40_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C40_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C40_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C40_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C40_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C40_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C40_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C40_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C40_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C40_p1d3"
"feature 6",1.42124119896548,"cell type 3","C41_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C41_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C41_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C41_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C41_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C41_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C41_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C41_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C41_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C41_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C41_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C41_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C41_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C42_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C42_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C42_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C42_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C42_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C42_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C42_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C42_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C42_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C42_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C42_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C42_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C42_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C44_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C44_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C44_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C44_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C44_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C44_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C44_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C44_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C44_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C44_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C44_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C44_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C44_p1d3"
"feature 6",1.4229670311948086,"cell type 3","C46_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C46_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C46_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C46_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C46_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C46_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C46_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C46_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C46_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C46_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C46_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C46_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C46_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C47_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C47_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C47_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C47_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C47_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C47_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C47_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C47_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C47_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C47_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C47_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C47_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C47_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C5_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C5_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C5_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C5_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C5_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C5_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C5_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C5_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C5_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C5_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C5_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C5_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C5_p1d3"
"feature 6",1.5308863204796894,"cell type 1","C51_p1d3"
"feature 5",-0.41537338564055765,"cell type 1","C51_p1d3"
"feature 13",-0.30680248519205533,"cell type 1","C51_p1d3"
"feature 12",-0.22774629212322914,"cell type 1","C51_p1d3"
"feature 10",-0.11180339887498948,"cell type 1","C51_p1d3"
"feature 9",-0.41693701827724367,"cell type 1","C51_p1d3"
"feature 4",-0.11180339887498948,"cell type 1","C51_p1d3"
"feature 3",-0.15847491056492996,"cell type 1","C51_p1d3"
"feature 14",-0.41659750688855235,"cell type 1","C51_p1d3"
"feature 8",2.1463524920620705,"cell type 1","C51_p1d3"
"feature 11",-0.3066056420240475,"cell type 1","C51_p1d3"
"feature 1",2.1558460169912954,"cell type 1","C51_p1d3"
"feature 2",-0.11180339887498948,"cell type 1","C51_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C52_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C52_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C52_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C52_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C52_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C52_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C52_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C52_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C52_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C52_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C52_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C52_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C52_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C53_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C53_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C53_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C53_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C53_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C53_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C53_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C53_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C53_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C53_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C53_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C53_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C53_p1d3"
"feature 6",-0.6694909589867415,"cell type 2","C54_p1d3"
"feature 5",1.9813349784960808,"cell type 2","C54_p1d3"
"feature 13",-0.30680248519205533,"cell type 2","C54_p1d3"
"feature 12",-0.22774629212322914,"cell type 2","C54_p1d3"
"feature 10",-0.11180339887498948,"cell type 2","C54_p1d3"
"feature 9",2.249504364418266,"cell type 2","C54_p1d3"
"feature 4",-0.11180339887498948,"cell type 2","C54_p1d3"
"feature 3",-0.15847491056492996,"cell type 2","C54_p1d3"
"feature 14",2.192510154860219,"cell type 2","C54_p1d3"
"feature 8",-0.39620720369791285,"cell type 2","C54_p1d3"
"feature 11",-0.3066056420240475,"cell type 2","C54_p1d3"
"feature 1",-0.3962107116671719,"cell type 2","C54_p1d3"
"feature 2",-0.11180339887498948,"cell type 2","C54_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C55_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C55_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C55_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C55_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C55_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C55_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C55_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C55_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C55_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C55_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C55_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C55_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C55_p1d3"
"feature 6",1.424716865827919,"cell type 3","C56_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C56_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C56_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C56_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C56_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C56_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C56_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C56_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C56_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C56_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C56_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C56_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C56_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C57_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C57_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C57_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C57_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C57_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C57_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C57_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C57_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C57_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C57_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C57_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C57_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C57_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C58_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C58_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C58_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C58_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C58_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C58_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C58_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C58_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C58_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C58_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C58_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C58_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C58_p1d3"
"feature 6",1.3814028359088102,"cell type 2","C59_p1d3"
"feature 5",2.536630845916917,"cell type 2","C59_p1d3"
"feature 13",3.3599526724651456,"cell type 2","C59_p1d3"
"feature 12",4.156949518326878,"cell type 2","C59_p1d3"
"feature 10",-0.11180339887498948,"cell type 2","C59_p1d3"
"feature 9",2.3213513000468455,"cell type 2","C59_p1d3"
"feature 4",-0.11180339887498948,"cell type 2","C59_p1d3"
"feature 3",-0.15847491056492996,"cell type 2","C59_p1d3"
"feature 14",2.399423461297928,"cell type 2","C59_p1d3"
"feature 8",-0.39620720369791285,"cell type 2","C59_p1d3"
"feature 11",3.0834572282901846,"cell type 2","C59_p1d3"
"feature 1",-0.3962107116671719,"cell type 2","C59_p1d3"
"feature 2",-0.11180339887498948,"cell type 2","C59_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C6_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C6_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C6_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C6_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C6_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C6_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C6_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C6_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C6_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C6_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C6_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C6_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C6_p1d3"
"feature 6",1.4929224618469106,"cell type 1","C60_p1d3"
"feature 5",-0.41537338564055765,"cell type 1","C60_p1d3"
"feature 13",-0.30680248519205533,"cell type 1","C60_p1d3"
"feature 12",-0.22774629212322914,"cell type 1","C60_p1d3"
"feature 10",-0.11180339887498948,"cell type 1","C60_p1d3"
"feature 9",-0.41693701827724367,"cell type 1","C60_p1d3"
"feature 4",-0.11180339887498948,"cell type 1","C60_p1d3"
"feature 3",-0.15847491056492996,"cell type 1","C60_p1d3"
"feature 14",-0.41659750688855235,"cell type 1","C60_p1d3"
"feature 8",2.547698044423189,"cell type 1","C60_p1d3"
"feature 11",-0.3066056420240475,"cell type 1","C60_p1d3"
"feature 1",2.5738580091974073,"cell type 1","C60_p1d3"
"feature 2",-0.11180339887498948,"cell type 1","C60_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C61_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C61_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C61_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C61_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C61_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C61_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C61_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C61_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C61_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C61_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C61_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C61_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C61_p1d3"
"feature 6",1.4343191164954603,"cell type 2","C62_p1d3"
"feature 5",2.0099240115671977,"cell type 2","C62_p1d3"
"feature 13",-0.30680248519205533,"cell type 2","C62_p1d3"
"feature 12",-0.22774629212322914,"cell type 2","C62_p1d3"
"feature 10",-0.11180339887498948,"cell type 2","C62_p1d3"
"feature 9",2.3662033885783975,"cell type 2","C62_p1d3"
"feature 4",-0.11180339887498948,"cell type 2","C62_p1d3"
"feature 3",-0.15847491056492996,"cell type 2","C62_p1d3"
"feature 14",2.12911595739571,"cell type 2","C62_p1d3"
"feature 8",-0.39620720369791285,"cell type 2","C62_p1d3"
"feature 11",-0.3066056420240475,"cell type 2","C62_p1d3"
"feature 1",-0.3962107116671719,"cell type 2","C62_p1d3"
"feature 2",-0.11180339887498948,"cell type 2","C62_p1d3"
"feature 6",-0.6694909589867415,"cell type 2","C63_p1d3"
"feature 5",2.330348807811739,"cell type 2","C63_p1d3"
"feature 13",2.8486368060810583,"cell type 2","C63_p1d3"
"feature 12",-0.22774629212322914,"cell type 2","C63_p1d3"
"feature 10",-0.11180339887498948,"cell type 2","C63_p1d3"
"feature 9",2.243366906601985,"cell type 2","C63_p1d3"
"feature 4",-0.11180339887498948,"cell type 2","C63_p1d3"
"feature 3",-0.15847491056492996,"cell type 2","C63_p1d3"
"feature 14",2.3796273496878015,"cell type 2","C63_p1d3"
"feature 8",-0.39620720369791285,"cell type 2","C63_p1d3"
"feature 11",-0.3066056420240475,"cell type 2","C63_p1d3"
"feature 1",-0.3962107116671719,"cell type 2","C63_p1d3"
"feature 2",-0.11180339887498948,"cell type 2","C63_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C64_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C64_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C64_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C64_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C64_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C64_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C64_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C64_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C64_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C64_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C64_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C64_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C64_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C66_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C66_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C66_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C66_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C66_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C66_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C66_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C66_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C66_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C66_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C66_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C66_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C66_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C67_p1d3"
"feature 5",-0.41537338564055765,"cell type 3","C67_p1d3"
"feature 13",-0.30680248519205533,"cell type 3","C67_p1d3"
"feature 12",-0.22774629212322914,"cell type 3","C67_p1d3"
"feature 10",-0.11180339887498948,"cell type 3","C67_p1d3"
"feature 9",-0.41693701827724367,"cell type 3","C67_p1d3"
"feature 4",-0.11180339887498948,"cell type 3","C67_p1d3"
"feature 3",-0.15847491056492996,"cell type 3","C67_p1d3"
"feature 14",-0.41659750688855235,"cell type 3","C67_p1d3"
"feature 8",-0.39620720369791285,"cell type 3","C67_p1d3"
"feature 11",-0.3066056420240475,"cell type 3","C67_p1d3"
"feature 1",-0.3962107116671719,"cell type 3","C67_p1d3"
"feature 2",-0.11180339887498948,"cell type 3","C67_p1d3"
"feature 6",-0.6694909589867415,"cell type 3","C68_p1d3"
