"row","col","value"
"CRO-02G011710.1","0",0.7162986323761293
"CRO-07G003270.1","0",-0.4187265373256367
"CRO-04G007900.6","0",-0.13792190256437914
"CRO-07G012390.1","0",0.13119356670866836
"CRO-08G026660.1","0",1.54280450169232
"CRO-08G013230.2","0",0.981730104074397
"CRO-08G010340.1","0",-0.8776750486910746
"CRO-08G006490.2","0",-1.1561043666846889
"CRO-05G027070.3","0",-0.41197849798001146
"CRO-08G008420.1","0",-0.4072699674005619
"CRO.S003440.1","0",-0.15130379230395397
"CRO-02G023210.1","0",-0.7029134266153367
"CRO-03G031980.1","0",-1.1185785981724443
"CRO-03G018730.1","0",-0.02238954648366348
"CRO-05G005960.1","0",-0.8237149208462408
"CRO-07G019100.1","0",-1.0118067942755333
"CRO-08G026920.3","0",-0.56469466428218
"CRO-04G030540.2","0",-0.6841179261655387
"CRO-04G025100.4","0",-0.26876673689298813
"CRO-03G029250.2","0",-0.7741519353232144
"CRO-02G012150.1","0",-0.707800297183328
"CRO-04G008410.2","0",-1.0096625152783185
"CRO-02G015440.4","0",-0.347953224292836
"CRO-01G022210.5","0",0.2795626653780596
"CRO-06G000550.1","0",-0.29168545023911174
"CRO-04G033890.3","0",-0.8975379621912192
"CRO-02G005480.1","0",-0.7864242587454434
"CRO-01G005500.2","0",-0.7017559322623693
"CRO-02G005660.1","0",0.6164770220830392
"CRO-07G006720.1","0",-0.14449923834664363
"CRO-04G030550.1","0",1.5327882128371033
"CRO-02G007640.1","0",0.7231032462665964
"CRO-05G015020.3","0",-0.35215369945150776
"CRO-08G003050.1","0",-0.7935232748660058
"CRO-02G011980.1","0",0.7753398747953791
"CRO-03G023780.1","0",0.4605266401770317
